entity_id,entity_type,rule_or_stage,api_fixture_id,league,home_team,away_team,kickoff_utc,event_time_utc,event_type,status,selection,bookmaker,odds,details
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-11T10:01:11Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-11T10:09:18Z,CONTEXT_SNAPSHOT,NS,П2,,,BASELINE; lineups=NO; injuries=0
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-11T10:18:25Z,WEATHER_SNAPSHOT,,П2,,,temp=29.1C precip=0%
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-11T10:32:01Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-11T10:32:01Z,USER_EXECUTION_FROZEN,FROZEN,П2,Marathonbet,1.58,Prospective paper execution; not proof of real bet
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-11T10:44:50Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-11T11:43:32Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-11T12:50:21Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-11T13:45:24Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-11T14:45:49Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-11T15:44:45Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-11T17:42:41Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-11T18:45:25Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-11T19:42:30Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-11T20:44:16Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-11T21:41:40Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-11T22:42:11Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-11T23:41:11Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-12T00:47:34Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-12T01:43:03Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-12T02:44:13Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-12T03:43:47Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-12T04:44:10Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-12T05:42:54Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-12T06:47:25Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-12T07:41:54Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-12T08:43:58Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-12T09:42:46Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-12T10:41:54Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-12T11:41:33Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-12T12:46:32Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-12T13:42:00Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-12T14:43:05Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-12T15:41:50Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-12T16:42:49Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-12T17:41:15Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-12T18:43:21Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-12T19:41:57Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-12T20:45:21Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-12T21:42:20Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-12T22:44:04Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-12T23:41:06Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-13T00:48:13Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-13T01:43:35Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-13T02:43:33Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-13T03:43:59Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-13T04:43:41Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-13T05:43:09Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-13T06:48:29Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-13T07:43:01Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-13T08:49:38Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-13T10:05:15Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-13T10:41:38Z,WEATHER_SNAPSHOT,,П2,,,temp=29.5C precip=0%
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-13T10:43:24Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-13T11:14:53Z,CONTEXT_SNAPSHOT,NS,П2,,,T24; lineups=NO; injuries=12
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-13T11:42:02Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-13T12:28:48Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-13T12:46:36Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-13T12:48:35Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-13T13:42:02Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-13T14:42:44Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-13T15:42:34Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-13T16:44:09Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-13T17:42:34Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-13T18:45:40Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-13T19:41:01Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-13T20:42:47Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-13T21:42:50Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-13T22:42:56Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-13T23:41:49Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-14T00:49:33Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-14T01:44:49Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-14T02:45:29Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-14T03:46:35Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-14T04:46:20Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-14T05:44:36Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-14T06:50:56Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-14T07:47:02Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-14T08:47:03Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-14T09:46:50Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-14T10:43:43Z,WEATHER_SNAPSHOT,,П2,,,temp=29.1C precip=0%
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-14T10:46:30Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-14T11:17:21Z,CONTEXT_SNAPSHOT,NS,П2,,,T3; lineups=NO; injuries=12
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-14T11:45:52Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-14T12:51:07Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-14T13:47:30Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-14T14:48:28Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-14T15:17:13Z,WEATHER_SNAPSHOT,,П2,,,temp=29.3C precip=0%
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-14T15:47:52Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-14T16:15:17Z,XI_ROTATION,,П2,,,home_changed=2 away_changed=4
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-14T16:16:59Z,CONTEXT_SNAPSHOT,NS,П2,,,T60; lineups=YES; injuries=12
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-14T16:30:00Z,SETTLEMENT,SETTLED,П2,Marathonbet,1.58,result=A user_profit_u=0.580
R1|I1|1550125,CANONICAL,R1,1550125,Serie A,Torino,AS Roma,2026-09-14T16:30:00Z,2026-09-14T16:47:32Z,CLOSE_LOCKED,,П2,,1.54,Latest observed pre-kickoff close
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-11T09:57:16Z,SIGNAL_CREATED,PAPER,П2,Bet365,1.62,Canonical rule matched; trigger immutable
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-11T10:01:11Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-11T10:09:18Z,CONTEXT_SNAPSHOT,NS,П2,,,BASELINE; lineups=NO; injuries=0
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-11T10:18:25Z,WEATHER_SNAPSHOT,,П2,,,temp=27.3C precip=15%
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-11T10:32:01Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-11T10:32:01Z,USER_EXECUTION_FROZEN,FROZEN,П2,Marathonbet,1.65,Prospective paper execution; not proof of real bet
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-11T10:44:50Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-11T11:43:32Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-11T12:50:21Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-11T13:06:24Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-11T13:45:24Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-11T14:45:49Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-11T15:44:45Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-11T17:42:41Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-11T18:45:25Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-11T19:42:30Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-11T20:44:16Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-11T21:41:40Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-11T22:42:11Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-11T23:41:11Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-12T00:47:34Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-12T01:43:03Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-12T02:44:13Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-12T03:43:47Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-12T04:44:10Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-12T05:42:54Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-12T06:47:25Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-12T07:41:54Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-12T08:43:58Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-12T09:42:46Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-12T10:41:54Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-12T11:41:33Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-12T12:46:32Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-12T13:42:00Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-12T14:43:05Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-12T15:41:50Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-12T16:42:49Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
R1|I1|1550131,CANONICAL,R1,1550131,Serie A,Frosinone,Como,2026-09-20T13:00:00Z,2026-09-12T17:41:15Z,ODDS_SNAPSHOT,NS,П2,,,Pre-kickoff odds snapshot
